Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Venusaur #68,$19.99,$49.00,$155.99,https://storage.googleapis.com/images.pricecharting.com/053a186ea3ac3b92d810b932f835738a94ec9ba549f45873cae547961bb61c8b/60.jpg
Totodile #134,$20.01,$61.21,$79.99,https://storage.googleapis.com/images.pricecharting.com/eef208a5d326a1460fc2269e823542ec95215aeddd196a9704ad41fe1101d69e/60.jpg
Typhlosion #64,$32.83,$58.64,$229.36,https://storage.googleapis.com/images.pricecharting.com/2d64400989368215c11b4582a109a69df37098eb44fe91d8916accbf5927643d/60.jpg
Blastoise [Reverse Holo] #36,$93.61,$260.08,$662.17,https://storage.googleapis.com/images.pricecharting.com/1931809f50569679e531afd36446eb66a7a815c2c5d3f174aeb8307ad1f25d76/60.jpg
Electabuzz #76,$3.00,$29.00,$59.49,https://storage.googleapis.com/images.pricecharting.com/wvw3nwzmrwjsb6iw/60.jpg
Charizard [For Position Only] #39,"$4,175.06","$4,350.00",,https://storage.googleapis.com/images.pricecharting.com/bb38f82a92cee21adc3e2a1b4d1f80a6c75e06cb3751c6aa78b7354d46bfb2db/60.jpg
Tyranitar [Reverse Holo] #29,$75.23,$272.76,$303.44,https://storage.googleapis.com/images.pricecharting.com/310cd61a7ae63ec964cc1081e6dae725a2c4b6d98b341ba8e6ff3f6f5eafe596/60.jpg
Mewtwo [Reverse Holo] #56,$112.51,$239.59,$832.76,https://storage.googleapis.com/images.pricecharting.com/3081b8b400315c9bf2ef877512eaca7b40b167ee7628bf8f52db9f939f72d828/60.jpg
Cubone [Reverse Holo] #103,$132.77,$227.00,"$2,229.66",https://storage.googleapis.com/images.pricecharting.com/tuz3erz6ylo36x2k/60.jpg
Mareep #119,$3.99,$19.00,$45.54,https://storage.googleapis.com/images.pricecharting.com/9ade106e1cb2394df93770e80d233b632d5095e31a68c7ba3df7a1d4a1a41bc4/60.jpg
Cyndaquil #105,$8.99,$44.99,$169.46,https://storage.googleapis.com/images.pricecharting.com/96ead0a8ec78ac6b0c13cb9bb80975bdb8d32b722a7e868130d7c3869425625c/60.jpg
Wartortle #92,$19.20,$34.50,$108.73,https://storage.googleapis.com/images.pricecharting.com/3fa04ca66e0c6a713c0bde081964007c8fe34a3ec682393a3e8cbaac8e35214d/60.jpg
Fearow #11,$47.74,$199.14,"$1,261.00",https://storage.googleapis.com/images.pricecharting.com/443fb0d80af3e5368d9d5bd680e99af919b3dde1f17a990c8eb4b2b66305be4e/60.jpg
Clefable #41,$5.00,$19.15,$124.99,https://storage.googleapis.com/images.pricecharting.com/6tpmjdxvs74db6lt/60.jpg
Booster Box,"$39,421.73",,,https://storage.googleapis.com/images.pricecharting.com/j55lylo4jjskx3ry/60.jpg
Venusaur [Reverse Holo] #30,$64.05,$134.76,$396.41,https://storage.googleapis.com/images.pricecharting.com/650d1570141938591b5e2bffeeddd2df50232f1aa91fb9f7d87b6d516d039d2a/60.jpg
Pichu #58,$20.00,$89.00,$204.10,https://storage.googleapis.com/images.pricecharting.com/999fcbaeee5b6407819fc0e8dfd85a95fcb29de9251fe54e4f174b7c37445f75/60.jpg
Mew [Reverse Holo] #55,$125.74,$397.06,$865.00,https://storage.googleapis.com/images.pricecharting.com/e858fd32bec90a1d1ad2af9453bf121cfcb7918f497b9cc8eb593da91e92037b/60.jpg
Squirtle [Reverse Holo] #131,$107.34,$199.99,$955.48,https://storage.googleapis.com/images.pricecharting.com/mew673no6hojaprg/60.jpg
Totodile #135,$13.00,$43.89,$500.00,https://storage.googleapis.com/images.pricecharting.com/f9ce088a410784a0bd967e98560ecc7961d12cf10201343b97d5a76ec63c42d5/60.jpg
Raichu [Reverse Holo] #25,$38.52,$111.22,$234.41,https://storage.googleapis.com/images.pricecharting.com/8e9ccd27b6ce5b9ad59c8bfa814259827c697f806a874e68f5d8ac69239d79da/60.jpg
Feraligatr [Reverse Holo] #12,$67.68,$117.00,$313.40,https://storage.googleapis.com/images.pricecharting.com/95267be58d30599553afa62ec25126bf1fa10f54f6a5873f33bf458400814180/60.jpg
Bulbasaur [Reverse Holo] #95,$94.08,$153.00,$879.00,https://storage.googleapis.com/images.pricecharting.com/9a3f3d2f4f871f20844a29f1d10893d1773a11a2121fc7969645eff0281c383b/60.jpg
Bulbasaur [Reverse Holo] #94,$83.28,$162.00,"$1,850.00",https://storage.googleapis.com/images.pricecharting.com/9b76dba937a3b76587c1433f880a5b1b813619e6cd2839dd0eca4db25e3e7611/60.jpg
