Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Chansey [Master Ball] #113,,,,https://storage.googleapis.com/images.pricecharting.com/nnwdsaruhjdhw3hr/60.jpg
Chansey [Reverse] #113,$0.99,,,https://storage.googleapis.com/images.pricecharting.com/maryee2qdpxh7r7c/60.jpg
Tauros [Master Ball] #128,,,,https://storage.googleapis.com/images.pricecharting.com/umpky6wq6wdqtu2h/60.jpg
Lapras [Master Ball] #131,,,,https://storage.googleapis.com/images.pricecharting.com/ii4nxtfydto5xd3v/60.jpg
Kabuto [Master Ball] #140,,,,https://storage.googleapis.com/images.pricecharting.com/viaibcvnm5xfgpwc/60.jpg
Wigglytuffex #186,,,,https://storage.googleapis.com/images.pricecharting.com/hox3ejaszs532ihb/60.jpg
Caterpie [Master Ball] #10,,,,https://storage.googleapis.com/images.pricecharting.com/njersni4765efej2/60.jpg
Butterfree #12,$3.61,,,https://storage.googleapis.com/images.pricecharting.com/nkziq37rz4b5fz7c/60.jpg
Butterfree [Master Ball] #12,,,,https://storage.googleapis.com/images.pricecharting.com/56k5fuf2i45ulgv5/60.jpg
Kakuna #14,$1.99,,,https://storage.googleapis.com/images.pricecharting.com/4tloposxqe5gtgqk/60.jpg
Raticate [Master Ball] #20,,,,https://storage.googleapis.com/images.pricecharting.com/ez2yayiy3jehivki/60.jpg
Ekans [Master Ball] #23,,,,https://storage.googleapis.com/images.pricecharting.com/jraxepwwmjvpimnk/60.jpg
Nidoran [Master Ball] #29,,,,https://storage.googleapis.com/images.pricecharting.com/n57nfjbvqouz4rvx/60.jpg
Nidoran #32,$2.50,,,https://storage.googleapis.com/images.pricecharting.com/ocxtyajyddzwyi6c/60.jpg
Clefable [Reverse] #36,$3.00,,,https://storage.googleapis.com/images.pricecharting.com/xuch4biirxgaawxw/60.jpg
Jigglypuff [Master Ball] #39,,,,https://storage.googleapis.com/images.pricecharting.com/vfse3stqhjxewzsw/60.jpg
Zubat [Master Ball] #41,,,,https://storage.googleapis.com/images.pricecharting.com/n7ursm7auddljawc/60.jpg
