Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Magnemite #91,$3.99,$16.00,$54.49,https://storage.googleapis.com/images.pricecharting.com/ee7b13eb372cbd7523fc82c60d8f38e3be3979baa7d30aba59bab7d7a0d83e47/60.jpg
Quagsire #30,$50.00,$115.00,$138.00,https://storage.googleapis.com/images.pricecharting.com/f52ece5b4e5170d32cde7260f0de885bdc2a015c644c3ecaa88a932acb83bf3b/60.jpg
Exeggcute #76,$2.50,$19.24,$69.97,https://storage.googleapis.com/images.pricecharting.com/d3e265e2352bb48404549083e4d9c2c9c6220ada306978fc1fa85a25ae80cb76/60.jpg
Scizor [Reverse Holo] #32,$55.42,$106.27,$197.45,https://storage.googleapis.com/images.pricecharting.com/82187145f8a62a42c8ef60ef05e6575995cfeef17559c1ee55411c72b8f54927/60.jpg
Houndoom #14,$25.00,$65.64,$100.00,https://storage.googleapis.com/images.pricecharting.com/8065ef26d1595d6956bbbc2256a0a99ad54478796ea3fd7739b024b830b6b20c/60.jpg
Entei [Box Topper] #5,$105.25,$372.14,$800.02,https://storage.googleapis.com/images.pricecharting.com/bfbfb7c2ec2221a9fb0aedee39fc6e53440a8a20898525c88e73da735992dbf9/60.jpg
Tentacool #113,$2.98,$17.99,$80.00,https://storage.googleapis.com/images.pricecharting.com/7b614f09f918795099bf728c90ff62bbe27614749a5c0ed41ca9d5d73e208b5f/60.jpg
Exeggutor #12,$7.50,$23.84,$52.75,https://storage.googleapis.com/images.pricecharting.com/c3b3071308655203e6b7f5b69935d3e42f7637bd879388d34f9e8d72a3a3395c/60.jpg
Forest Guardian #123,$1.47,$16.87,$26.45,https://storage.googleapis.com/images.pricecharting.com/52f13ba82a6bf39628f981ba55ccbebd92398f629600cd2c136d1e64f7c2a262/60.jpg
Nidorino #55,$5.58,$19.00,$77.38,https://storage.googleapis.com/images.pricecharting.com/c502b50c052a804baa0f23d303c24c0c6d837cade72e3b2a88b2fba166b49345/60.jpg
Houndoom [Reverse Holo] #14,$52.58,$227.72,$667.08,https://storage.googleapis.com/images.pricecharting.com/f8365cb8ea209ebe797be3f86f6874873fad0c1a4e7e7f110d6d72c93c5b0f41/60.jpg
Scyther #57,$17.99,$39.00,$206.86,https://storage.googleapis.com/images.pricecharting.com/4092d8c7c03124097a3c1abe91106a27d7ed6d0fb156be5db055bdfb71c04c0e/60.jpg
Scyther [Reverse Holo] #106,$60.35,$128.79,$900.00,https://storage.googleapis.com/images.pricecharting.com/5ae5e2db4805fe9cc9e9fc2c5b0ad24b5b21049711e201f9bebac4720883a5c9/60.jpg
Hypno #16,$24.08,$25.17,$53.50,https://storage.googleapis.com/images.pricecharting.com/59dd9fc55fc27df2c9d77a01b181eebe4e81f42d712e3aa2ea278a7de4e5228d/60.jpg
