Species,Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Feebas,Feebas [Reverse Holo] #49,$15.00,$75.00,$238.62,https://storage.googleapis.com/images.pricecharting.com/pdsggcvy7j3m52cp/60.jpg
Feebas,Feebas #49,$1.24,$20.00,$57.96,https://storage.googleapis.com/images.pricecharting.com/9f3f3cec8aa841aedc5667cd4be31a959d11326748fe09dc7b257ebf760e6ade/60.jpg
Jynx,Jynx [Reverse Holo] #17,$14.77,$45.00,"$1,087.06",https://storage.googleapis.com/images.pricecharting.com/ebe6af2f55a1174bc01a5c178fa1b1bc7617b76048ab2493ec72d922b8a2419d/60.jpg
Jynx,Jynx #17,$1.99,$30.52,$51.00,https://storage.googleapis.com/images.pricecharting.com/0c58bc8fd4da5d15a370f3cd2688bc2535a51035a1f7896df72e6067d808926f/60.jpg
Trapinch,Trapinch [Reverse Holo] #69,$14.43,$47.00,$345.36,https://storage.googleapis.com/images.pricecharting.com/clymigvgwvq6qwj5/60.jpg
Trapinch,Trapinch [Reverse Holo] #68,$12.77,$61.00,$327.87,https://storage.googleapis.com/images.pricecharting.com/qar6sexmizph4adm/60.jpg
Trapinch,Trapinch #68,$1.53,$21.52,$60.20,https://storage.googleapis.com/images.pricecharting.com/b4dd116f2223f259f9e026317bc3e7b10ef7a807ee1b8ce88b379264eae94d94/60.jpg
Trapinch,Trapinch #69,$1.46,$10.92,$55.14,https://storage.googleapis.com/images.pricecharting.com/ea32c6479fc0f66684111584f4abbe1380e1f12c8196c27efaf99c2d4fad81bc/60.jpg
Electabuzz,Electabuzz [Stamped] #29,$14.31,,,https://storage.googleapis.com/images.pricecharting.com/7e633092feacd6156d5713975957c43ce9dfbb34047fdc34b767984a76b96baa/60.jpg
Electabuzz,Electabuzz [Reverse Holo] #29,$13.89,$75.00,"$1,045.08",https://storage.googleapis.com/images.pricecharting.com/a4e049bfcc8ee765691f3ce1bbb32153c80a74a0db110f4a336695625bd1b796/60.jpg
Electabuzz,Electabuzz #29,$1.81,$53.23,$60.78,https://storage.googleapis.com/images.pricecharting.com/6d867c063357eee0e6889c41ce814bd3b84696e981f7e559b4521ae8627fd93c/60.jpg
